"","Make","Make_Year","Color","Body_Type","Mileage_Run","No_of_Owners","Seating_Capacity","Fuel_Type","Transmission","Transmission_Type","Price"
"734","Hyundai",2017,"silver","hatchback",16150,"1st",5,"petrol","5-Speed","Automatic",594000
"735","Hyundai",2021,"silver","sedan",21557,"1st",5,"petrol","6-Speed","Automatic",1366000
"736","Toyota",2020,"white","hatchback",30130,"1st",5,"petrol","5-Speed","Manual",785000
"737","Toyota",2020,"white","hatchback",30130,"1st",5,"petrol","5-Speed","Manual",785000
"738","Toyota",2020,"white","hatchback",30130,"1st",5,"petrol","5-Speed","Manual",785000
"739","Toyota",2020,"white","hatchback",30130,"1st",5,"petrol","5-Speed","Manual",785000
"740","Maruti Suzuki",2019,"blue","hatchback",24618,"1st",5,"petrol","5-Speed","Manual",718000
"741","Maruti Suzuki",2020,"blue","hatchback",4337,"1st",5,"petrol","5-Speed","Manual",749000
"742","Maruti Suzuki",2015,"red","hatchback",74114,"2nd",5,"petrol","5-Speed","Manual",320000
"743","Hyundai",2016,"white","suv",52631,"3rd",5,"petrol","6-Speed","Manual",860000
"744","Maruti Suzuki",2021,"blue","sedan",5744,"1st",5,"petrol","5-Speed","Manual",799000
"745","Maruti Suzuki",2019,"silver","hatchback",18988,"1st",5,"petrol","5-Speed","Manual",625000
"746","Maruti Suzuki",2019,"grey","hatchback",18066,"1st",5,"petrol","5-Speed","Manual",411000
"747","Maruti Suzuki",2014,"silver","hatchback",74660,"2nd",5,"diesel","5-Speed","Manual",540000
"748","Maruti Suzuki",2019,"white","hatchback",32801,"1st",5,"petrol","5-Speed","Manual",822000
"749","Maruti Suzuki",2018,"white","sedan",46517,"1st",5,"petrol","5-Speed","Automatic",784000
"750","Hyundai",2019,"blue","suv",44781,"1st",5,"petrol","7-Speed","Manual",1165000
"751","Maruti Suzuki",2019,"blue","muv",27409,"1st",8,"petrol","4-Speed","Manual",396000
"752","Hyundai",2019,"blue","hatchback",23505,"1st",5,"petrol","5-Speed","Automatic",770000
"753","Maruti Suzuki",2021,"red","hatchback",34872,"1st",5,"petrol","5-Speed","Manual",515000
"754","Maruti Suzuki",2020,"red","hatchback",7401,"1st",5,"petrol","5-Speed","Manual",426000
"755","Hyundai",2014,"orange","hatchback",51531,"1st",5,"petrol","4-Speed","Automatic",541000
"756","Hyundai",2017,"white","hatchback",40187,"1st",5,"petrol","5-Speed","Manual",390000
"757","Renault",2017,"bronze","suv",77127,"2nd",5,"diesel","5-Speed","Manual",810000
"758","Ford",2017,"grey","suv",31080,"1st",5,"diesel","5-Speed","Manual",932000
"759","Maruti Suzuki",2019,"blue","hatchback",28967,"1st",5,"petrol","5-Speed","Manual",792000
"760","Hyundai",2017,"white","suv",69302,"1st",5,"petrol","6-Speed","Manual",1238000
"761","Hyundai",2020,"red","hatchback",14502,"1st",5,"petrol","5-Speed","Automatic",769000
"762","Hyundai",2014,"blue","hatchback",38213,"1st",5,"petrol","5-Speed","Manual",635000
"763","Maruti Suzuki",2016,"white","hatchback",54635,"1st",5,"petrol","5-Speed","Automatic",481000
"764","Honda",2018,"brown","sedan",32939,"1st",5,"petrol","5-Speed","Automatic",1185000
"765","Skoda",2012,"beige","sedan",99495,"1st",5,"diesel","5-Speed","Manual",466000
"766","Renault",2019,"red","hatchback",23342,"1st",5,"petrol","5-Speed","Manual",489000
"767","Hyundai",2020,"black","sedan",32464,"1st",5,"petrol","7-Speed","Automatic",1454000
"768","Honda",2019,"red","suv",30457,"1st",5,"diesel","6-Speed","Manual",1032000
"769","Toyota",2021,"red","hatchback",6738,"1st",5,"petrol","5-Speed","Manual",847000
"770","Toyota",2021,"red","hatchback",6738,"1st",5,"petrol","5-Speed","Manual",847000
"771","Toyota",2021,"red","hatchback",6738,"1st",5,"petrol","5-Speed","Manual",847000
"772","Toyota",2021,"red","hatchback",6738,"1st",5,"petrol","5-Speed","Manual",847000
"773","Honda",2020,"brown","sedan",18402,"1st",5,"petrol","6-Speed","Manual",1411000
"774","Ford",2013,"silver","suv",95381,"1st",5,"diesel","5-Speed","Manual",559000
"775","Honda",2016,"orange","hatchback",22856,"1st",5,"petrol","5-Speed","Manual",625000
"776","Maruti Suzuki",2019,"white","sedan",15251,"2nd",5,"petrol","4-Speed","Automatic",999000
"777","Hyundai",2017,"grey","hatchback",57394,"1st",5,"petrol","5-Speed","Manual",677000
"778","Maruti Suzuki",2020,"grey","muv",26856,"1st",5,"petrol","5-Speed","Manual",495000
"779","Hyundai",2019,"grey","sedan",9421,"1st",5,"petrol","5-Speed","Manual",761000
"780","Maruti Suzuki",2016,"blue","hatchback",56204,"2nd",5,"petrol","5-Speed","Manual",647000
"781","Honda",2017,"grey","sedan",16936,"1st",5,"petrol","5-Speed","Manual",877000
"782","Maruti Suzuki",2021,"silver","sedan",15443,"1st",5,"petrol","5-Speed","Manual",734000
"783","Hyundai",2016,"grey","hatchback",49826,"1st",5,"petrol","5-Speed","Manual",661000
"784","Maruti Suzuki",2020,"grey","hatchback",7140,"1st",5,"petrol","5-Speed","Manual",446000
"785","Maruti Suzuki",2019,"blue","hatchback",26533,"1st",5,"petrol","5-Speed","Manual",814000
"786","Maruti Suzuki",2019,"white","hatchback",15928,"1st",5,"petrol","5-Speed","Manual",391000
"787","Hyundai",2021,"grey","hatchback",14133,"1st",5,"petrol","6-Speed","Automatic",1034000
"788","Maruti Suzuki",2015,"blue","hatchback",29978,"2nd",5,"petrol","5-Speed","Manual",350000
"789","Maruti Suzuki",2018,"grey","sedan",32454,"1st",5,"petrol","5-Speed","Automatic",763000
"790","Maruti Suzuki",2012,"beige","sedan",70628,"1st",5,"diesel","5-Speed","Manual",487000
"791","Ford",2020,"grey","hatchback",11762,"1st",5,"diesel","5-Speed","Manual",787000
"792","Ford",2020,"grey","hatchback",11762,"1st",5,"diesel","5-Speed","Manual",787000
"793","Ford",2020,"grey","hatchback",11762,"1st",5,"diesel","5-Speed","Manual",787000
"794","Ford",2020,"grey","hatchback",11762,"1st",5,"diesel","5-Speed","Manual",787000
"795","Hyundai",2017,"white","hatchback",18411,"1st",5,"petrol","5-Speed","Automatic",526000
"796","Hyundai",2018,"grey","hatchback",42101,"1st",5,"petrol","5-Speed","Automatic",571000
"797","Toyota",2018,"brown","sedan",73664,"1st",5,"petrol","5-Speed","Manual",1011000
"798","Toyota",2018,"brown","sedan",73664,"1st",5,"petrol","5-Speed","Manual",1011000
"799","Toyota",2018,"brown","sedan",73664,"1st",5,"petrol","5-Speed","Manual",1011000
"800","Toyota",2018,"brown","sedan",73664,"1st",5,"petrol","5-Speed","Manual",1011000
"801","Maruti Suzuki",2016,"brown","sedan",69045,"1st",5,"petrol","5-Speed","Manual",699000
"802","Hyundai",2016,"white","hatchback",25382,"1st",5,"petrol","5-Speed","Manual",726000
"803","Hyundai",2015,"red","sedan",68611,"1st",5,"petrol","5-Speed","Manual",517000
"804","Hyundai",2016,"white","hatchback",30045,"2nd",5,"petrol","4-Speed","Automatic",573000
"805","Hyundai",2018,"red","hatchback",11225,"1st",5,"petrol","5-Speed","Manual",454000
"806","Renault",2015,"silver","muv",73760,"1st",8,"diesel","6-Speed","Manual",625000
"807","Ford",2019,"blue","suv",67732,"1st",5,"diesel","5-Speed","Automatic",955000
"808","Maruti Suzuki",2011,"red","hatchback",67463,"2nd",5,"petrol","5-Speed","Manual",274000
"809","Renault",2021,"grey","suv",30322,"1st",5,"petrol","5-Speed","Automatic",926000
"810","Maruti Suzuki",2019,"white","hatchback",15878,"2nd",5,"petrol","5-Speed","Manual",465000
"811","Volkswagen",2016,"silver","hatchback",44885,"1st",5,"petrol","5-Speed","Manual",663000
"812","Maruti Suzuki",2019,"blue","hatchback",31171,"1st",5,"petrol","5-Speed","Manual",812000
"813","Maruti Suzuki",2019,"blue","hatchback",31171,"1st",5,"petrol","5-Speed","Manual",812000
"814","Maruti Suzuki",2019,"blue","hatchback",31171,"1st",5,"petrol","5-Speed","Manual",812000
"815","Maruti Suzuki",2019,"blue","hatchback",31171,"1st",5,"petrol","5-Speed","Manual",812000
"816","Honda",2016,"silver","sedan",43992,"1st",5,"petrol","5-Speed","Manual",896000
"817","Maruti Suzuki",2020,"silver","sedan",17050,"1st",5,"petrol","5-Speed","Manual",978000
"818","Maruti Suzuki",2020,"grey","hatchback",6470,"1st",5,"petrol","5-Speed","Manual",541000
"819","Nissan",2022,"brown","suv",3832,"1st",5,"petrol","5-Speed","Automatic",1106000
"820","Maruti Suzuki",2015,"blue","hatchback",47060,"1st",5,"petrol","5-Speed","Automatic",464000
"821","Hyundai",2020,"blue","suv",37489,"1st",5,"petrol","6-Speed","Manual",994000
"822","Hyundai",2020,"grey","hatchback",30169,"1st",5,"petrol","5-Speed","Automatic",809000
"823","Honda",2015,"white","sedan",53600,"2nd",5,"petrol","5-Speed","Manual",544000
"824","Maruti Suzuki",2013,"silver","sedan",61796,"1st",5,"diesel","5-Speed","Manual",538000
"825","Volkswagen",2016,"brown","sedan",26094,"1st",5,"petrol","5-Speed","Automatic",607000
"826","Maruti Suzuki",2016,"brown","sedan",99144,"1st",5,"petrol","5-Speed","Automatic",754000
"827","Hyundai",2017,"white","sedan",49335,"2nd",5,"petrol","5-Speed","Manual",618000
"828","Maruti Suzuki",2019,"blue","hatchback",13197,"1st",5,"petrol","5-Speed","Manual",814000
"829","Toyota",2011,"silver","hatchback",50857,"1st",5,"petrol","5-Speed","Manual",406000
"830","Hyundai",2019,"blue","suv",12156,"1st",5,"petrol","6-Speed","Manual",997000
"831","Hyundai",2017,"white","hatchback",39525,"2nd",5,"petrol","5-Speed","Manual",523000
"832","Maruti Suzuki",2019,"red","hatchback",27951,"1st",5,"petrol","5-Speed","Manual",425000
"833","Hyundai",2021,"silver","hatchback",25975,"1st",5,"petrol","6-Speed","Automatic",1026000
"834","Hyundai",2011,"grey","hatchback",89303,"1st",5,"petrol","5-Speed","Manual",353000
"835","Maruti Suzuki",2015,"silver","hatchback",24655,"1st",5,"petrol","5-Speed","Automatic",490000
"836","Renault",2017,"grey","suv",54260,"2nd",5,"diesel","5-Speed","Manual",862000
"837","Maruti Suzuki",2017,"grey","muv",39484,"1st",5,"petrol","5-Speed","Manual",425000
"838","Hyundai",2015,"grey","hatchback",32754,"1st",5,"petrol","5-Speed","Manual",548000
"839","Hyundai",2014,"orange","hatchback",66963,"1st",5,"petrol","5-Speed","Manual",465000
"840","Hyundai",2018,"beige","hatchback",33581,"1st",5,"petrol","5-Speed","Manual",505000
"841","Mahindra",2017,"white","suv",41060,"1st",7,"diesel","5-Speed","Manual",1166000
"842","Hyundai",2020,"blue","suv",49130,"1st",5,"petrol","6-Speed","Manual",1099000
"843","Maruti Suzuki",2021,"grey","hatchback",4773,"1st",5,"petrol","5-Speed","Manual",459000
"844","Maruti Suzuki",2021,"silver","muv",14560,"1st",5,"petrol","5-Speed","Manual",506000
"845","Renault",2013,"silver","suv",88547,"1st",5,"diesel","5-Speed","Manual",618000
"846","Volkswagen",2016,"brown","sedan",46922,"2nd",5,"petrol","5-Speed","Automatic",544000
"847","Hyundai",2012,"black","hatchback",64378,"1st",5,"petrol","5-Speed","Manual",334000
"848","Maruti Suzuki",2018,"blue","hatchback",41244,"1st",5,"petrol","5-Speed","Manual",764000
"849","Maruti Suzuki",2011,"black","hatchback",60256,"2nd",5,"petrol","5-Speed","Manual",245000
"850","Ford",2011,"green","hatchback",84494,"2nd",5,"petrol","5-Speed","Manual",290000
"851","Maruti Suzuki",2018,"blue","muv",58025,"1st",7,"diesel","5-Speed","Manual",1091000
"852","Hyundai",2015,"white","sedan",89133,"1st",5,"petrol","5-Speed","Manual",470000
"853","Renault",2019,"white","hatchback",60983,"1st",5,"petrol","5-Speed","Manual",430000
"854","Honda",2014,"silver","sedan",61881,"2nd",5,"petrol","5-Speed","Manual",430000
"855","Renault",2021,"white","muv",32340,"1st",7,"petrol","5-Speed","Manual",749000
"856","Hyundai",2017,"silver","hatchback",37237,"2nd",5,"petrol","5-Speed","Automatic",529000
"857","Maruti Suzuki",2017,"grey","hatchback",64528,"1st",5,"diesel","5-Speed","Manual",722000
"858","Datsun",2015,"white","hatchback",73892,"1st",5,"petrol","5-Speed","Manual",279000
"859","Maruti Suzuki",2015,"grey","hatchback",68796,"1st",5,"petrol","5-Speed","Manual",620000
"860","Mahindra",2015,"silver","suv",40438,"1st",7,"diesel","6-Speed","Manual",1130000
"861","Hyundai",2020,"red","suv",12699,"1st",5,"petrol","6-Speed","Manual",1043000
"862","Maruti Suzuki",2018,"grey","hatchback",23745,"1st",5,"petrol","5-Speed","Manual",401000
"863","Maruti Suzuki",2016,"silver","muv",38717,"1st",5,"petrol","4-Speed","Manual",335000
"864","Honda",2019,"red","suv",73732,"1st",5,"diesel","6-Speed","Manual",915000
"865","Renault",2021,"red","hatchback",16742,"1st",5,"petrol","5-Speed","Automatic",528000
"866","Honda",2017,"brown","sedan",65581,"3rd",5,"petrol","5-Speed","Automatic",785000
"867","Hyundai",2017,"red","hatchback",39427,"1st",5,"petrol","5-Speed","Manual",700000
"868","Maruti Suzuki",2014,"white","hatchback",52004,"1st",5,"petrol","5-Speed","Automatic",439000
"869","Maruti Suzuki",2013,"red","hatchback",40545,"1st",5,"petrol","5-Speed","Manual",319000
"870","Maruti Suzuki",2021,"grey","hatchback",15836,"1st",5,"petrol","5-Speed","Manual",520000
"871","Maruti Suzuki",2020,"grey","muv",11212,"1st",5,"petrol","5-Speed","Manual",499000
"872","Hyundai",2015,"white","hatchback",52501,"1st",5,"petrol","5-Speed","Manual",662000
"873","Renault",2021,"red","suv",6052,"1st",5,"petrol","5-Speed","Automatic",936000
"874","Maruti Suzuki",2018,"blue","sedan",20326,"1st",5,"petrol","5-Speed","Automatic",737000
"875","Toyota",2011,"red","hatchback",50009,"1st",5,"petrol","5-Speed","Automatic",439000
"876","Toyota",2011,"red","hatchback",50009,"1st",5,"petrol","5-Speed","Automatic",439000
"877","Toyota",2011,"red","hatchback",50009,"1st",5,"petrol","5-Speed","Manual",439000
"878","Toyota",2011,"red","hatchback",50009,"1st",5,"petrol","5-Speed","Manual",439000
"879","Maruti Suzuki",2021,"grey","hatchback",15113,"1st",5,"petrol","5-Speed","Manual",543000
"880","Hyundai",2014,"white","sedan",50071,"1st",5,"petrol","5-Speed","Automatic",689000
"881","Maruti Suzuki",2020,"white","muv",9832,"1st",5,"petrol","5-Speed","Manual",495000
"882","Ford",2018,"grey","crossover",43273,"1st",5,"petrol","5-Speed","Automatic",617000
"883","Maruti Suzuki",2014,"silver","hatchback",44193,"1st",5,"petrol","5-Speed","Manual",469000
"884","Hyundai",2017,"red","sedan",36208,"1st",5,"petrol","4-Speed","Manual",669000
"885","Hyundai",2017,"red","sedan",36208,"1st",5,"petrol","4-Speed","Manual",669000
"886","Hyundai",2017,"red","sedan",36208,"1st",5,"petrol","4-Speed","Manual",669000
"887","Hyundai",2017,"red","sedan",36208,"1st",5,"petrol","4-Speed","Manual",669000
"888","Hyundai",2017,"brown","crossover",43613,"1st",5,"petrol","5-Speed","Automatic",752000
"889","Honda",2018,"brown","sedan",46006,"1st",5,"petrol","5-Speed","Automatic",1132000
"890","Hyundai",2018,"brown","crossover",35015,"2nd",5,"petrol","5-Speed","Automatic",760000
"891","Hyundai",2017,"white","hatchback",55670,"1st",5,"petrol","5-Speed","Manual",367000
"892","Hyundai",2018,"silver","hatchback",38961,"1st",5,"petrol","5-Speed","Automatic",568000
"893","Hyundai",2020,"blue","sedan",41843,"1st",5,"petrol","5-Speed","Automatic",1448000
"894","Hyundai",2018,"white","hatchback",13846,"2nd",5,"petrol","5-Speed","Automatic",579000
"895","Maruti Suzuki",2019,"orange","hatchback",16712,"2nd",5,"petrol","5-Speed","Manual",475000
"896","Ford",2015,"red","suv",92474,"2nd",5,"diesel","5-Speed","Manual",635000
"897","Maruti Suzuki",2014,"black","sedan",44815,"1st",5,"petrol","5-Speed","Manual",647000
"898","Honda",2020,"white","sedan",13209,"1st",5,"petrol","6-Speed","Manual",1314000
"899","Hyundai",2013,"red","hatchback",48721,"1st",5,"petrol","5-Speed","Manual",326000
"900","Mahindra",2015,"blue","suv",41651,"1st",7,"diesel","5-Speed","Manual",1127000
"901","Hyundai",2019,"blue","hatchback",8842,"1st",5,"petrol","5-Speed","Manual",565000
"902","Volkswagen",2016,"blue","sedan",64313,"1st",5,"petrol","5-Speed","Automatic",553000
"903","Maruti Suzuki",2016,"brown","suv",52220,"1st",5,"diesel","5-Speed","Automatic",831000
"904","Ford",2019,"red","sedan",10370,"1st",5,"petrol","5-Speed","Manual",776000
"905","Honda",2016,"brown","sedan",60656,"1st",5,"petrol","5-Speed","Manual",533000
"906","Maruti Suzuki",2020,"red","hatchback",12433,"1st",5,"petrol","5-Speed","Manual",443000
"907","Volkswagen",2013,"grey","hatchback",53735,"1st",5,"petrol","5-Speed","Manual",524000
"908","Skoda",2014,"red","sedan",46103,"2nd",5,"petrol","7-Speed","Automatic",1299000
"909","Maruti Suzuki",2019,"red","hatchback",2174,"1st",5,"petrol","5-Speed","Manual",420000
"910","Volkswagen",2012,"silver","hatchback",64878,"1st",5,"petrol","5-Speed","Manual",450000
"911","Hyundai",2017,"red","suv",76978,"1st",5,"petrol","6-Speed","Manual",1212000
"912","Honda",2018,"white","sedan",33454,"1st",5,"petrol","5-Speed","Manual",772000
"913","Tata",2019,"white","suv",19589,"1st",5,"diesel","6-Speed","Manual",1699000
"914","Maruti Suzuki",2021,"silver","hatchback",17101,"1st",5,"petrol+cng","5-Speed","Manual",612000
"915","Maruti Suzuki",2015,"brown","muv",51844,"1st",7,"diesel","5-Speed","Manual",911000
"916","Ford",2016,"red","suv",91463,"2nd",5,"diesel","5-Speed","Manual",707000
"917","Hyundai",2017,"grey","suv",88895,"2nd",5,"diesel","6-Speed","Manual",1098000
"918","Chevrolet",2014,"green","hatchback",45080,"1st",5,"petrol","5-Speed","Manual",335000
"919","Volkswagen",2016,"grey","sedan",81709,"1st",5,"petrol","5-Speed","Automatic",545000
"920","Nissan",2015,"silver","hatchback",48656,"1st",5,"petrol","5-Speed","Automatic",475000
"921","Ford",2019,"red","crossover",17504,"1st",5,"petrol","5-Speed","Automatic",667000
"922","Tata",2013,"blue","hatchback",33744,"1st",4,"petrol","4-Speed","Manual",188000
"923","Hyundai",2019,"blue","suv",18398,"2nd",5,"petrol","6-Speed","Manual",907000
"924","Volkswagen",2017,"brown","sedan",41757,"1st",5,"petrol","5-Speed","Automatic",619000
"925","Hyundai",2015,"red","crossover",41086,"1st",5,"diesel","6-Speed","Automatic",748000
"926","Maruti Suzuki",2019,"silver","hatchback",25418,"1st",5,"petrol","5-Speed","Manual",731000
"927","Maruti Suzuki",2018,"red","hatchback",23606,"1st",5,"petrol","5-Speed","Manual",395000
"928","Renault",2020,"red","muv",18798,"1st",7,"petrol","5-Speed","Manual",758000
"929","Maruti Suzuki",2019,"orange","hatchback",24105,"1st",5,"petrol","5-Speed","Manual",495000
"930","Volkswagen",2018,"silver","hatchback",26394,"1st",5,"petrol","5-Speed","Manual",699000
"931","Hyundai",2017,"silver","sedan",22538,"2nd",5,"petrol","4-Speed","Manual",651000
"932","Hyundai",2017,"silver","sedan",22538,"2nd",5,"petrol","4-Speed","Manual",651000
"933","Hyundai",2017,"silver","sedan",22538,"2nd",5,"petrol","4-Speed","Manual",651000
"934","Hyundai",2017,"silver","sedan",22538,"2nd",5,"petrol","4-Speed","Manual",651000
"935","Hyundai",2012,"red","hatchback",34060,"1st",5,"petrol","5-Speed","Manual",332000
"936","Hyundai",2011,"white","hatchback",46251,"2nd",5,"petrol","5-Speed","Manual",371000
"937","Ford",2020,"red","crossover",6886,"1st",5,"petrol","5-Speed","Automatic",753000
"938","Hyundai",2020,"white","suv",26020,"1st",5,"petrol","6-Speed","Manual",1117000
"939","Hyundai",2013,"white","hatchback",33440,"1st",5,"petrol","5-Speed","Manual",305000
"940","Ford",2019,"grey","suv",11800,"1st",5,"petrol","5-Speed","Automatic",945000
"941","MG Motors",2019,"white","suv",7339,"1st",5,"petrol","6-Speed","Automatic",1799000
"942","Maruti Suzuki",2017,"orange","hatchback",41465,"2nd",5,"petrol","5-Speed","Manual",681000
"943","Maruti Suzuki",2013,"grey","muv",67020,"1st",7,"petrol","5-Speed","Manual",694000
"944","Maruti Suzuki",2014,"white","muv",23885,"1st",8,"petrol","4-Speed","Manual",328000
"945","Tata",2019,"orange","suv",62300,"1st",5,"diesel","6-Speed","Manual",1685000
"946","Renault",2014,"black","sedan",34080,"1st",5,"diesel","5-Speed","Manual",627000
"947","Ford",2018,"white","suv",78061,"1st",5,"petrol","6-Speed","Automatic",935000
"948","Maruti Suzuki",2017,"white","suv",28476,"1st",5,"diesel","5-Speed","Automatic",910000
"949","Maruti Suzuki",2016,"white","suv",38729,"1st",5,"diesel","5-Speed","Automatic",810000
"950","Maruti Suzuki",2017,"blue","hatchback",26203,"1st",5,"petrol","5-Speed","Automatic",650000
"951","Tata",2018,"red","suv",35730,"1st",5,"diesel","6-Speed","Automatic",954000
"952","Maruti Suzuki",2018,"grey","sedan",16491,"1st",5,"petrol","5-Speed","Automatic",746000
"953","Hyundai",2018,"brown","sedan",35623,"2nd",5,"petrol","6-Speed","Automatic",963000
"954","Maruti Suzuki",2019,"red","hatchback",15508,"1st",5,"petrol","5-Speed","Automatic",784000
"955","Maruti Suzuki",2017,"grey","sedan",34004,"1st",5,"petrol","5-Speed","Automatic",727000
"956","Maruti Suzuki",2018,"silver","suv",35042,"1st",5,"diesel","5-Speed","Automatic",1071000
"957","Hyundai",2018,"orange","sedan",57046,"1st",5,"petrol","6-Speed","Automatic",898000
"958","Hyundai",2019,"white","sedan",22546,"1st",5,"petrol","6-Speed","Automatic",1040000
"959","Maruti Suzuki",2018,"red","suv",31570,"1st",5,"diesel","5-Speed","Automatic",1152000
"960","Honda",2015,"white","hatchback",49536,"1st",5,"petrol","5-Speed","Automatic",596000
"961","Maruti Suzuki",2017,"blue","suv",53719,"1st",5,"diesel","5-Speed","Automatic",845000
"962","Maruti Suzuki",2021,"red","hatchback",10303,"1st",5,"petrol","5-Speed","Automatic",816000
"963","Maruti Suzuki",2020,"red","hatchback",27437,"1st",5,"petrol","5-Speed","Automatic",790000
"964","Renault",2018,"brown","suv",6603,"1st",5,"petrol","5-Speed","Automatic",1063000
"965","Renault",2017,"brown","suv",16556,"2nd",5,"petrol","5-Speed","Automatic",838000
"966","Maruti Suzuki",2018,"silver","hatchback",25626,"1st",5,"petrol","5-Speed","Automatic",663000
"967","Maruti Suzuki",2021,"blue","hatchback",9384,"1st",5,"petrol","5-Speed","Automatic",590000
"968","Maruti Suzuki",2020,"grey","hatchback",6104,"1st",5,"petrol","5-Speed","Automatic",838000
"969","Maruti Suzuki",2019,"grey","hatchback",21992,"2nd",5,"petrol","5-Speed","Automatic",829000
"970","Renault",2018,"orange","suv",54137,"1st",5,"petrol","5-Speed","Automatic",799000
"971","Maruti Suzuki",2017,"blue","sedan",33258,"1st",5,"petrol","5-Speed","Automatic",722000
"972","Hyundai",2018,"white","sedan",23869,"1st",5,"petrol","6-Speed","Automatic",956000
"973","Hyundai",2019,"white","sedan",14831,"1st",5,"petrol","6-Speed","Automatic",1027000
"974","Hyundai",2014,"silver","sedan",52846,"1st",5,"petrol","4-Speed","Automatic",736000
"975","Ford",2020,"white","crossover",28335,"2nd",5,"diesel","5-Speed","Automatic",749000
"976","Maruti Suzuki",2018,"silver","hatchback",41176,"1st",5,"petrol","5-Speed","Automatic",691000
